nwo,name,description,topics,predicted_naics,naics_description,confidence,readme_preview
simpleconsulting/stewartfixtureco,stewartfixtureco,,[],23,Construction,0.7032796740531921,"# Stewart Services Website

Professional fixture installation services website built with Next.js 15, React 19, and Tailwind CSS.

## Features

- Modern, professional design with custom color palette
- Responsive layout optimized for mobile and desktop  
- Lead capture forms for service requests
- Top 3 services showcase with compelling headlines
- Bundle pricing incentives
- FAQ section and service area information

## Tech Stack

- **Next.js 15** - React framework with App Router
- **React 19*"
sydva/park-place,park-place,,[],81,Other Services,0.7032083868980408,"# Park Place - Parking Space Marketplace

## Setup

### Frontend
```bash
cd site && npm install && npm start
```

### Backend
```bash
cd backend && python main.py
```

## Google Places API Integration (Optional)

To import parking locations from Google Places:

1. Get a Google Places API key:
   - Go to [Google Cloud Console](https://console.developers.google.com/apis/credentials)
   - Create a new project or select existing one
   - Enable the Places API
   - Create credentials (API key)

2. Se"
rafaelcalleja/claude-marketplace-builder,claude-marketplace-builder,claude-marketplace-builder,[],44-45,Retail Trade,0.7031704187393188,"# Plugin Curator

A lightweight CLI tool for curating Claude Code plugins by selecting individual components (commands, agents, skills, hooks, and MCPs).

## Overview

Plugin Curator allows you to:
- Index plugins and marketplaces (local or remote)
- Store all component paths in a self-contained registry
- Browse and select individual components via an interactive TUI
- Work offline after initial indexing

## Features

- **Registry as single source of truth**: All paths stored locally
- **Simple"
Toshiki-Yasuda/Mobile-,Mobile-,,[],71,"Arts, Entertainment, and Recreation",0.7029287815093994,"# HUNTER×HUNTER タイピングマスター 🎮⌨️

> 念能力を習得するように、タイピングを習得しよう！

HUNTER×HUNTERの世界観をモチーフにしたタイピング練習ゲームです。PWA対応でスマートフォンでもプレイ可能です。

## 🎯 特徴

- **HUNTER×HUNTER世界観**: キャラクター名、念能力、用語をタイピング
- **段階的な学習**: 念の修行のように基礎から応用へステップアップ
- **複数入力パターン対応**: 「し」→ si/shi/ci など柔軟な入力判定
- **PWA対応**: オフラインでもプレイ可能
- **レスポンシブ**: PC・タブレット・スマホ対応

## 🚀 デモ

[https://toshiki-yasuda.github.io/Mobile-/](https://toshiki-yasuda.github.io/Mobile-/)

## 🛠️ 技術スタック

- **フレームワーク**: React 18 + TypeScript
- **ビルドツール**: Vite
- **状態管理**: Zustand
-"
UedaKenji/FI6_inverse_diffusion_model,FI6_inverse_diffusion_model,Inverse diffusion model examples with VE-SDE and VP-SDE implementations,[],31-33,Manufacturing,0.7026998400688171,"# IF6 Inverse Diffusion Model

このプロジェクトは、逆拡散モデル（Inverse Diffusion Model）の実装例を提供します。確率微分方程式（SDE）を用いた生成モデルの学習と推論について、Jupyter Notebook形式で解説しています。

## 概要

本リポジトリでは、以下の2つの主要なSDEアプローチを実装しています：

- **VE-SDE (Variance Exploding SDE)**: 分散発散型確率微分方程式
- **VP-SDE (Variance Preserving SDE)**: 分散保存型確率微分方程式

これらのアプローチは、ノイズから高品質な画像やデータを生成するための最先端の生成モデル技術です。

## Notebooks

### VE-SDE Example
分散発散型SDEの実装例とデモンストレーション

[![Open In Colab](https://colab.research.google.com/assets/colab-badge.svg)](https://colab.researc"
wasabihulk/coach-outreach2,coach-outreach2,,[],71,"Arts, Entertainment, and Recreation",0.7025654911994934,"# Coach Outreach Pro v5.0 Enterprise

A comprehensive college football recruiting outreach platform for high school athletes.

## 🚀 Quick Start

**Mac:** Double-click `start.command`
**Windows:** Double-click `START_WINDOWS.bat`

The app will:
1. Create a virtual environment (first run only)
2. Install dependencies automatically
3. Open your browser to http://localhost:5000

## ✨ New in v5.0 Enterprise

### 📧 Smart Email System
- **4 Pre-Built RC Templates** - Professional, varied styles
- **4 P"
jurgob/matrix-chat,matrix-chat,,[],51,Information,0.7020915150642395,"# Matrix chat example

## demo

go to this url: 


## Contributing

### Installation

Install the dependencies:

```bash
npm install
```

### Development


Start the development server with HMR:

```bash
npm run dev
```

Your application will be available at `http://localhost:5173`.


OR, you you whant to use 2 different terminl run those commandd: 

terminal 1: 

```bash
npm run dev:docker
```

terminal 2: 

```bash
npm run dev:app
```

#### Check types

```bash
npm run typecheck
```


## Build"
plmrry/vscode-css-syntax-comment,vscode-css-syntax-comment,Highlights CSS in template literals that begin with a `/* css */` comment,[],51,Information,0.7020900249481201,"# CSS Syntax Comment Highlighting for VSCode

[VSCode Marketplace](https://marketplace.visualstudio.com/items?itemName=paul-murray.vscode-css-syntax-comment)

This VSCode extension provides CSS syntax highlighting in JavaScript/TypeScript template literals when they begin with a `/* css */` comment.

## Features

Automatically highlights CSS syntax in template literals that start with the `/* css */` comment marker:

```javascript
const styles = /* css */ `
  .foo {
    color: red;
    backgroun"
ccarella/daygent,daygent,product management for software agents,[],56,Administrative and Support Services,0.7020406126976013,"This is a [Next.js](https://nextjs.org) project bootstrapped with [`create-next-app`](https://nextjs.org/docs/app/api-reference/cli/create-next-app).

## Environment Setup

### Required Environment Variables

Create a `.env.local` file in the root of your project with the following variables:

```bash
# Supabase
NEXT_PUBLIC_SUPABASE_URL=your_supabase_project_url
NEXT_PUBLIC_SUPABASE_ANON_KEY=your_supabase_anon_key
SUPABASE_SERVICE_ROLE_KEY=your_supabase_service_role_key
```

**Important for Prod"
botforge-pro/goduration-python,goduration-python,"Go-style duration parsing for Python (1h30m, -2h, etc.)","[""duration"", ""golang"", ""parsing"", ""python"", ""time""]",51,Information,0.7019385099411011,"[![Tests](https://github.com/botforge-pro/goduration-python/actions/workflows/test.yml/badge.svg)](https://github.com/botforge-pro/goduration-python/actions/workflows/test.yml)

# goduration-python

Go-style duration parsing for Python.

## Installation

```bash
pip install git+https://github.com/botforge-pro/goduration-python
```

## Usage

```python
>>> import goduration
>>> goduration.parse('1m')
datetime.timedelta(seconds=60)
>>> goduration.parse('2h')
datetime.timedelta(seconds=7200)
>>> go"
AsmaIqbal01/frontend_agent_system,frontend_agent_system,,[],54,"Professional, Scientific, Technical Services",0.701890766620636,"# Frontend Agent System

A reusable, spec-driven agent system for building frontend applications following constitutional principles of delegation, framework-agnosticism, and specification-first development.

## Overview

The Frontend Agent System provides a complete framework for building frontend applications through specialized agents that work together following a strict constitution. The system enforces spec-driven development, proper domain separation, and framework-agnostic patterns.

## "
QG1o/portfolio5,portfolio5,,[],51,Information,0.7017002701759338,"# QG1o - Portfolio

Ein modernes, interaktives Portfolio – fokussiert auf klare UI, dezente Animationen und schnelle Ladezeiten.

## 🚀 Features

- 🌓 **Dark/Light Mode Toggle** – Theme-Switcher mit sanften Transitions
- 📱 **Responsive Design** – Mobile, Tablet und Desktop optimiert
- ✨ **Moderne Ästhetik** – Gradient-Hintergründe und Glow-Effekte
- 💫 **Flüssige Animationen** – Framer Motion für smooth Entry-Effekte
- ⚡ **Performance** – Optimiert durch Vite Build-Tooling
- 🎨 **shadcn/ui Component"
masx200/ipupdate,ipupdate,https://gitlab.com/free9999/ipupdate,[],51,Information,0.701676607131958,
haraldschilly/panobbgo,panobbgo,solver for parallel noisy global black-box optimization -- this is currently only work in progress,[],54,"Professional, Scientific, Technical Services",0.7013819217681885,"# Panobbgo: Parallel Noisy Black-Box Global Optimization

[![Tests](https://github.com/haraldschilly/panobbgo/actions/workflows/tests.yml/badge.svg)](https://github.com/haraldschilly/panobbgo/actions/workflows/tests.yml)

Panobbgo minimizes a function over a box in $R^n$ (n = dimension of the problem)
while respecting a vector of constraint violations.

Panobbgo is a **framework for black-box optimization** that includes **out-of-the-box runnable examples** for testing and demonstration. Use the"
k4therin2/system-prompts,system-prompts,my general system prompts ,[],54,"Professional, Scientific, Technical Services",0.7013038992881775,"# System Prompts & Skills

AI prompts and skills I use for various workflows.

## About the Skills Here

The skills in this repo are **static snapshots**—this is how Anthropic intends Claude Code skills to work. You define instructions, save them as a slash command, and use them.

I use skills a bit differently. My actual workflow treats skills as living documents that learn from usage: I keep session transcripts, review what worked vs what I corrected, and update skills based on patterns. The s"
elkhayyat/test-suite,test-suite,,[],54,"Professional, Scientific, Technical Services",0.7012044787406921,"# Test Flow Suite

A web-based test suite that enables users to create visual test flows and execute them.

## Features

- Visual flow editor with drag-and-drop interface
- Multiple test step types:
  - HTTP requests
  - Browser automation
  - Assertions
  - Delays
  - Conditional logic
- Real-time test execution monitoring
- Test results visualization

## Getting Started

1. Install dependencies:
```bash
npm install
```

2. Start the development servers:
```bash
npm run dev
```

This will start"
cwygoda/zone5,zone5,SvelteKit Photo Gallery System,[],51,Information,0.7010250687599182,"# Zone5

Image gallery system for SvelteKit with optimized image processing, lightbox functionality, and MDX support.

## Features

- 🖼️ Optimized image processing with variants, blurhash, and color extraction
- 🔍 Lightbox component with keyboard navigation
- 📝 MDX integration for markdown-based galleries
- 🎨 Tailwind CSS 4 support
- ⚡ Vite plugin for automatic image processing
- 🛠️ CLI tool for quick project scaffolding

## CLI Tool

The `zone5` CLI tool helps you quickly create a new SvelteKit"
panda-three/c-exercises,c-exercises,c语言练习,[],61,Educational Services,0.7007907032966614,
npremiern/eumCrawler_playwright,eumCrawler_playwright,"토지이음에서 엑셀의 주소로 소재지, 지목, 면적, 공시지가, 지역지구등 지정여부, 토지이용규제 기본법시행령, 확인도면을 엑셀에 저장",[],51,Information,0.7007741332054138,"# 부동산 정보 자동 크롤링 CLI 프로그램

Excel 파일에서 주소를 읽어 국토교통부 부동산공시가격 알리미 사이트(eum.go.kr)에서 부동산 정보를 자동으로 크롤링하여 Excel 파일에 기록하는 CLI 프로그램입니다.

## 주요 기능

- 📊 Excel 파일 읽기/쓰기 (Office 365 형식)
- 🌐 Playwright를 이용한 웹 크롤링
- 🖼️ 이미지 다운로드 및 Excel 삽입
- 🔄 배치 처리 (여러 주소 자동 반복)
- 📦 Windows EXE 실행 파일로 배포

## 기술 스택

- **언어**: Python 3.11
- **크롤링**: Playwright
- **Excel 처리**: openpyxl
- **CLI**: click
- **로깅/출력**: rich
- **EXE 빌드**: PyInstaller

## 설치 방법

### 개발 환경 설정

```bash
# Python 3.11 가상환경 생성
python -m venv venv

# 가상환경 활성화"
